"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.ptv.pvalue","asd.ptv.pvalue","bp.ptv.pvalue"
"13122","ENSG00000173239",10,88802730,88820546,"LIPM",0.287856043409535,0.428654102680588,1,0.1802
"13123","ENSG00000174482",9,27948078,28670286,"LINGO2",0.724963192531831,1,0.525607498267655,0.75423
"13124","ENSG00000183814",1,226231149,226309869,"LIN9",0.486960084461307,0.486960084461307,1,1
"13125","ENSG00000131899",17,18225635,18244875,"LLGL1",0.96559425772106,0.194673339460861,1,0.6252
"13126","ENSG00000139233",12,66116555,66130750,"LLPH",0.327920291672311,0.327920291672311,1,1
"13127","ENSG00000140506",15,74812716,74825757,"LMAN1L",0.999981783055136,1,1,0.21912
"13128","ENSG00000145721",5,97091867,97142753,"LIX1",1,1,1,1
"13129","ENSG00000189067",16,11547722,11636381,"LITAF",1,1,1,1
"13130","ENSG00000271601",1,145933423,145958017,"LIX1L",1,NA,1,1
"13131","ENSG00000071282",3,8501807,8574668,"LMCD1",0.998682844027232,0.749849101227973,1,0.50013
"13132","ENSG00000113368",5,126776623,126837020,"LMNB1",0.370558013741348,0.370558013741348,1,1
"13133","ENSG00000160789",1,156082573,156140081,"LMNA",0.178992095628523,0.153637706838222,1,0.50013
"13134","ENSG00000164187",5,36098407,36151887,"LMBRD2",0.0317967109370184,0.0317967109370184,1,1
"13135","ENSG00000169223",5,177331567,177351668,"LMAN2",0.0533279192865739,0.0533279192865739,1,1
"13136","ENSG00000048540",12,16548372,16610594,"LMO3",0.488313875430478,0.486960084461307,1,0.50013
"13137","ENSG00000135363",11,33858576,33892076,"LMO2",1,1,1,1
"13138","ENSG00000136153",13,75620434,75859870,"LMO7",0.573208142002417,0.876766748162331,0.525607498267655,0.022681
"13139","ENSG00000143013",1,87328880,87348923,"LMO4",1,1,1,1
"13140","ENSG00000166407",11,8224309,8268716,"LMO1",0.590393448451471,0.590393448451471,1,1
"13141","ENSG00000176619",19,2427638,2456959,"LMNB2",0.220943146449819,0.199457102903677,1,0.49138
"13142","ENSG00000162761",1,165201867,165356715,"LMX1A",0.277410202395049,0.370558013741348,1,0.2502
"13143","ENSG00000163380",3,69106065,69123032,"LMOD3",0.727961610115738,0.69831566342422,1,0.6252
"13144","ENSG00000163431",1,201896456,201946588,"LMOD1",1,NA,1,NA
"13145","ENSG00000164715",7,98106862,98209638,"LMTK2",0.23899537875925,0.219948298410821,0.525607498267655,1
"13146","ENSG00000170807",7,123655866,123664290,"LMOD2",0.386773407587887,1,0.386773407587887,1
"13147","ENSG00000113441",5,96935394,97037513,"LNPEP",0.769838810262985,0.769838810262985,1,1
"13148","ENSG00000136944",9,126613928,126701032,"LMX1B",0.589292064949287,0.589292064949287,1,1
"13149","ENSG00000154359",8,12721906,12756073,"LONRF1",0.176508786351545,0.153637706838222,1,0.49138
"13150","ENSG00000165714",12,12357078,12471233,"BORCS5",0.744180643864271,0.749176419606265,0.525607498267655,1
"13151","ENSG00000206535",3,100401532,100456319,"LNP1",0.136410411474409,0.136410411474409,1,1
"13152","ENSG00000139679",13,48389567,48444704,"LPAR6",0.348299230991521,0.55479002013882,1,0.11863
"13153","ENSG00000153395",5,1456480,1523962,"LPCAT1",0.248047882961325,0.228005869296516,1,0.49138
"13154","ENSG00000170500",2,100271875,100322501,"LONRF2",1,1,1,1
"13155","ENSG00000171517",1,84811602,84893206,"LPAR3",0.408947525343373,0.408947525343373,1,1
"13156","ENSG00000184574",12,6618835,6635960,"LPAR5",0.68775,1,1,0.68775
"13157","ENSG00000203782",1,153259687,153262124,"LORICRIN",1,1,1,1
"13158","ENSG00000101577",18,2916994,3013144,"LPIN2",0.00854182452023678,0.0155521233382845,0.163737426489375,0.28096
"13159","ENSG00000111684",12,6976185,7018477,"LPCAT3",0.0498774161105013,0.0498774161105013,1,1
"13160","ENSG00000117114",1,81306147,81992436,"ADGRL2",0.641811325075817,0.601665204945601,1,0.61863
"13161","ENSG00000123684",1,211743457,211830763,"LPGAT1",0.359132383351749,0.359132383351749,1,1
"13162","ENSG00000176454",15,34358633,34367196,"LPCAT4",0.349062064538664,0.357798026124869,1,0.44535
"13163","ENSG00000110031",11,58526871,58578220,"LPXN",0.203719111877435,0.203719111877435,1,1
"13164","ENSG00000117598",1,98890245,99005032,"PLPPR5",0.49138,NA,1,0.49138
"13165","ENSG00000121207",4,154626945,154753120,"LRAT",0.753972661053424,0.731441061909713,1,0.61863
"13166","ENSG00000129951",19,812488,821955,"PLPPR3",0.49138,NA,1,0.49138
"13167","ENSG00000145012",3,188153284,188890671,"LPP",0.805704388743167,0.805704388743167,1,1
"13168","ENSG00000148123",9,101028727,101325135,"PLPPR1",1,NA,1,NA
"13169","ENSG00000128011",19,39306566,39320863,"LRFN1",0.11863,1,1,0.11863
"13170","ENSG00000136141",13,46553168,46753040,"LRCH1",0.379117805526173,1,0.163737426489375,0.6252
"13171","ENSG00000144749",3,66378797,66501263,"LRIG1",0.621807763021615,0.583080231450909,0.496196949560906,0.6252
"13172","ENSG00000173621",11,66856647,66860475,"LRFN4",0.0167912740568386,0.0167912740568386,1,1
"13173","ENSG00000198589",4,150264435,151015727,"LRBA",0.036259290225441,0.0111363719456006,1,0.72685
"13174","ENSG00000118308",12,25004342,25108334,"IRAG2",0.106946039124636,0.0634937069273614,1,0.61863
"13175","ENSG00000123384",12,57128483,57213361,"LRP1",0.0108593537198002,0.0147539887457698,0.3814988955957,0.21091
"13176","ENSG00000139263",12,58872149,58920504,"LRIG3",0.970980145204645,0.26477412591212,1,0.50833
"13177","ENSG00000147650",8,104489231,104589258,"LRP12",0.379259678916868,0.575718974219864,0.525607498267655,0.11878
"13178","ENSG00000168702",2,140231423,142131016,"LRP1B",0.478743955880862,0.660803765957109,0.214516593133566,0.33578
"13179","ENSG00000081479",2,169127109,169362534,"LRP2",0.119670485000806,0.165435651401546,0.214516593133566,1
"13180","ENSG00000134569",11,46856717,46918642,"LRP4",0.0899374886657103,0.0899374886657103,1,1
"13181","ENSG00000137269",6,53794497,53924125,"LRRC1",0.306871819563627,0.341985388513852,1,0.37533
"13182","ENSG00000157193",1,53242364,53328469,"LRP8",0.173054867508088,0.173054867508088,1,1
"13183","ENSG00000163956",4,3503612,3532446,"LRPAP1",0.355366579925803,0.563134906080179,1,0.11863
"13184","ENSG00000198812",12,69608564,69610907,"LRRC10",1,1,1,1
"13185","ENSG00000079691",6,25279078,25620530,"CARMIL1",0.747312584276107,0.843998805322006,0.163913220515666,0.58171
"13186","ENSG00000160959",8,144517992,144525172,"LRRC14",1,1,1,1
"13187","ENSG00000172731",10,70298970,70382650,"LRRC20",0.730796667681717,0.704511146679628,1,0.61863
"13188","ENSG00000184709",9,137168758,137170051,"LRRC26",0.423248620106001,0.359132383351749,1,0.61863
"13189","ENSG00000254402",8,144522388,144527033,"LRRC24",0.806925685185724,0.716138762742384,1,0.79091
"13190","ENSG00000125122",16,67207139,67227048,"LRRC29",0.217523733554442,0.198359966940919,0.525607498267655,1
"13191","ENSG00000130764",1,3778559,3796498,"LRRC47",0.731441061909713,0.731441061909713,1,1
"13192","ENSG00000163428",3,120324509,120349354,"LRRC58",0.20188253736258,0.20188253736258,1,1
"13193","ENSG00000176681",17,46292733,46337794,"LRRC37A",0.199457102903677,0.199457102903677,1,1
"13194","ENSG00000179796",3,26622806,26717537,"LRRC3B",1,1,1,NA
"13195","ENSG00000185158",17,32007872,32053504,"LRRC37B",0.26999669768933,0.165545634362044,1,0.72685
"13196","ENSG00000127399",7,150323263,150338156,"LRRC61",0.0558622490048783,0.0533279192865739,0.0883062950430969,0.68228
"13197","ENSG00000170382",1,204617170,204685738,"LRRN2",0.019148678185978,0.019148678185978,1,1
"13198","ENSG00000173114",7,111091006,111125454,"LRRN3",0.426225443774107,0.359166252913006,1,0.6252
"13199","ENSG00000197147",1,89524829,89597861,"LRRC8B",0.970036261215601,0.468167549530981,1,0.1252
"13200","ENSG00000204052",6,43506969,43510686,"LRRC73",0.704511146679628,0.704511146679628,1,1
"13201","ENSG00000162951",2,80288351,80304752,"LRRTM1",0.66376875497242,0.66376875497242,1,1
"13202","ENSG00000166159",12,1820267,1836753,"LRTM2",1,1,1,1
"13203","ENSG00000175324",8,38163335,38176730,"LSM1",0.698000451129502,0.698000451129502,1,NA
"13204","ENSG00000176204",2,76747685,77593319,"LRRTM4",0.803969219751019,0.803969219751019,1,1
"13205","ENSG00000184154",11,72080337,72096895,"LRTOMT",0.357798026124869,0.357798026124869,1,NA
"13206","ENSG00000198739",10,66926036,67101551,"LRRTM3",0.697188376621878,0.697188376621878,1,1
"13207","ENSG00000149657",20,62122461,62135374,"LSM14B",1,1,1,NA
"13208","ENSG00000161654",17,44034328,44067619,"LSM12",1,1,1,NA
"13209","ENSG00000181817",1,36391238,36397908,"LSM10",0.697188376621878,0.697188376621878,1,NA
"13210","ENSG00000204392",6,31797396,31806966,"LSM2",0.395394267510258,0.395394267510258,1,NA
"13211","ENSG00000257103",19,34172504,34229288,"LSM14A",0.251076354977619,0.228005869296516,1,0.50013
"13212","ENSG00000106355",7,32485338,32495283,"LSM5",0.697188376621878,0.697188376621878,1,1
"13213","ENSG00000130332",19,2321520,2328611,"LSM7",1,1,1,1
"13214","ENSG00000130520",19,18306236,18323112,"LSM4",0.184035369166921,0.20188253736258,1,0.36658
"13215","ENSG00000130592",11,1850904,1892267,"LSP1",0.315208797768737,0.222651167840916,1,0.68228
"13216","ENSG00000164167",4,146175703,146200000,"LSM6",0.199457102903677,0.199457102903677,1,NA
"13217","ENSG00000204482",6,31586124,31588909,"LST1",1,1,1,1
"13218","ENSG00000049323",2,32946953,33399509,"LTBP1",0.0795323398096092,0.0317822692322806,1,0.72685
"13219","ENSG00000090006",19,40592883,40629818,"LTBP4",0.720194224141552,0.828247480680509,1,0.26767
"13220","ENSG00000111144",12,96000753,96043520,"LTA4H",0.999107939497648,0.684886264217133,1,1
"13221","ENSG00000168056",11,65538559,65558930,"LTBP3",0.666646068845843,0.666646068845843,1,1
"13222","ENSG00000226979",6,31572054,31574324,"LTA",1,1,1,NA
"13223","ENSG00000007392",16,188969,229463,"LUC7L",0.808817391604707,0.753530409879608,1,0.72206
"13224","ENSG00000108848",17,50719565,50756219,"LUC7L3",1,1,1,NA
"13225","ENSG00000111321",12,6375045,6391571,"LTBR",0.679816359240352,0.698000451129502,1,0.50013
"13226","ENSG00000139329",12,91102629,91111494,"LUM",0.6324949752931,0.6324949752931,1,1
"13227","ENSG00000146963",7,139340359,139423457,"LUC7L2",1,NA,1,NA
"13228","ENSG00000213316",5,179793980,179796647,"LTC4S",0.369086725140351,0.359132383351749,1,0.49138
"13229","ENSG00000079257",3,158645822,158672648,"LXN",0.223826506850646,0.223826506850646,1,NA
"13230","ENSG00000153714",9,12775020,12823060,"LURAP1L",0.61863,1,1,0.61863
"13231","ENSG00000160932",8,143017982,143023832,"LY6E",0.589292064949287,0.589292064949287,1,1
"13232","ENSG00000171357",1,46203334,46221256,"LURAP1",0.098208969798611,0.098208969798611,1,1
"13233","ENSG00000204428",6,31676684,31684040,"LY6G5C",0.405651698772308,0.395394267510258,1,0.50013
"13234","ENSG00000104903",19,13099033,13103161,"LYL1",0.199457102903677,0.199457102903677,1,1
"13235","ENSG00000176956",8,143157914,143160711,"LY6H",1,1,1,1
"13236","ENSG00000180155",8,142771197,142777810,"LYNX1",0.288411247401483,1,0.288411247401483,1
"13237","ENSG00000204421",6,31718648,31721746,"LY6G6C",0.995017754149691,0.6324949752931,1,0.36658
"13238","ENSG00000244355",6,31715356,31717804,"LY6G6D",0.50013,1,1,0.50013
"13239","ENSG00000254087",8,55879835,56014169,"LYN",0.179964142997368,0.179964142997368,1,1
"13240","ENSG00000083099",6,89568144,89638749,"LYRM2",1,1,1,NA
"13241","ENSG00000120992",8,54046367,54102017,"LYPLA1",1,1,1,1
"13242","ENSG00000197353",8,142750150,142752532,"LYPD2",0.577857224621316,0.590393448451471,1,0.49138
"13243","ENSG00000214113",6,5103629,5260950,"LYRM4",0.147093644117654,0.147093644117654,1,1
"13244","ENSG00000273111",19,41837074,41844697,"LYPD4",0.525607498267655,NA,0.525607498267655,1
"13245","ENSG00000140280",15,51723011,51751585,"LYSMD2",0.576858722002601,0.589292064949287,1,0.49138
"13246","ENSG00000143669",1,235661041,235883640,"LYST",0.07303663493719,0.0412551998352393,0.718951170938255,1
"13247","ENSG00000163155",1,151159748,151165948,"LYSMD1",0.168761689420006,0.143388705745204,1,0.50013
"13248","ENSG00000176018",5,90515611,90529584,"LYSMD3",1,1,1,NA
"13249","ENSG00000186687",5,131170944,131205428,"LYRM7",1,1,1,1
"13250","ENSG00000232859",17,27878314,27894752,"LYRM9",1,1,1,NA
"13251","ENSG00000107816",10,100996618,101007836,"LZTS2",0.788860097855381,0.788860097855381,1,1
"13252","ENSG00000120563",10,29289061,29318328,"LYZL1",0.416378673871402,0.541562815710686,1,0.24144
"13253","ENSG00000157093",3,42397083,42410610,"LYZL4",0.0269898192678957,0.0269898192678957,1,1
"13254","ENSG00000163818",3,45823316,45916042,"LZTFL1",0.117907563524079,0.0718265146280179,1,0.61863
"13255","ENSG00000183833",3,119703022,119767102,"CFAP91",0.491286458369388,0.491286458369388,1,NA
"13256","ENSG00000002822",7,1815793,2233243,"MAD1L1",0.542088670375743,0.630208465117739,0.260481855833144,1
"13257","ENSG00000127603",1,39081316,39487177,"MACF1",0.00140136107511822,0.000507386234201291,0.643209706352675,1
"13258","ENSG00000133315",11,63998558,64166113,"MACROD1",0.66376875497242,0.66376875497242,1,1
"13259","ENSG00000172264",20,13995369,16053197,"MACROD2",1,1,1,1
"13260","ENSG00000180660",13,35473789,35476689,"MAB21L1",0.577857224621316,0.590393448451471,1,0.49138
"13261","ENSG00000181541",4,150582151,150584693,"MAB21L2",0.11863,1,1,0.11863
"13262","ENSG00000090316",4,1289887,1340147,"MAEA",0.0736773605094148,0.0330294040398868,1,0.68228
"13263","ENSG00000099866",19,489176,505343,"MADCAM1",1,1,1,1
"13264","ENSG00000116670",1,11674480,11691650,"MAD2L2",0.486091806791098,0.486091806791098,1,1
"13265","ENSG00000178573",16,79585843,79600737,"MAF",1,1,1,1
"13266","ENSG00000185022",22,38200767,38216507,"MAFF",0.589292064949287,0.589292064949287,1,NA
"13267","ENSG00000105695",19,35292125,35313807,"MAG",0.0721396238802917,0.0688260297494564,0.643209706352675,0.24144
"13268","ENSG00000151276",3,65353525,66038834,"MAGI1",0.92429006831708,0.279627311169778,1,0.11878
"13269","ENSG00000177383",3,184710364,184712064,"MAGEF1",0.61863,1,1,0.61863
"13270","ENSG00000197063",17,81918270,81927735,"MAFG",1,1,1,NA
"13271","ENSG00000198517",7,1530702,1543043,"MAFK",0.0397818224556051,0.0397818224556051,1,NA
"13272","ENSG00000254585",15,23643549,23647867,"MAGEL2",0.673470765681366,0.606510850488877,1,0.68228
"13273","ENSG00000081026",1,113390515,113685923,"MAGI3",1,1,1,1
"13274","ENSG00000111196",12,10604193,10613609,"MAGOHB",0.219948298410821,0.219948298410821,1,1
"13275","ENSG00000111837",6,10762723,10838553,"MAK",0.702785977082989,0.641969611845026,0.718951170938255,1
"13276","ENSG00000162385",1,53226900,53238518,"MAGOH",1,1,1,NA
"13277","ENSG00000198042",8,33485182,33501262,"MAK16",0.697188376621878,0.697188376621878,1,NA
"13278","ENSG00000111885",6,119177205,119349761,"MAN1A1",0.55479002013882,0.55479002013882,1,1
"13279","ENSG00000144063",2,110083870,110116022,"MALL",0.21091,1,1,0.21091
"13280","ENSG00000147676",8,119165034,119245673,"MAL2",0.2502,NA,1,0.2502
"13281","ENSG00000161021",5,179732822,179777283,"MAML1",0.999985983056824,1,1,0.24144
"13282","ENSG00000172175",18,58671465,58754477,"MALT1",0.709093423353778,0.781199814223,1,0.36658
"13283","ENSG00000196782",4,139716753,140154184,"MAML3",0.999427813020003,0.731441061909713,1,1
"13284","ENSG00000101363",20,37289649,37317260,"MANBAL",1,1,1,NA
"13285","ENSG00000117643",1,25616791,25786206,"MAN1C1",0.288770099667579,0.198359966940919,1,0.68228
"13286","ENSG00000131711",5,72107234,72209565,"MAP1B",0.537032884922372,0.749849101227973,1,0.11863
"13287","ENSG00000145050",3,51385291,51389397,"MANF",0.367873908104126,0.357798026124869,1,0.49138
"13288","ENSG00000185090",1,37793847,37801137,"MANEAL",0.999999999999944,1,0.149577156721715,1
"13289","ENSG00000065559",17,12020829,12143830,"MAP2K4",0.199457102903677,0.199457102903677,1,NA
"13290","ENSG00000101460",20,34546854,34560345,"MAP1LC3A",0.66376875497242,0.66376875497242,1,1
"13291","ENSG00000126934",19,4090321,4124122,"MAP2K2",0.421989638925882,0.357798026124869,1,0.61863
"13292","ENSG00000130479",19,17719242,17734513,"MAP1S",0.716138762742384,0.716138762742384,1,1
"13293","ENSG00000140941",16,87383953,87404779,"MAP1LC3B",1,1,1,NA
"13294","ENSG00000258102",12,116548105,116576606,"MAP1LC3B2",1,NA,1,NA
"13295","ENSG00000073803",3,185282941,185489094,"MAP3K13",0.713065465292529,0.784207486589041,0.288411247401483,1
"13296","ENSG00000095015",5,56815549,56896152,"MAP3K1",0.416378673871402,0.541562815710686,1,0.24144
"13297","ENSG00000139625",12,53479669,53500063,"MAP3K12",1,1,1,1
"13298","ENSG00000169967",2,127298668,127388465,"MAP3K2",1,1,1,1
"13299","ENSG00000173327",11,65597756,65615382,"MAP3K11",1,1,1,1
"13300","ENSG00000006432",14,70722526,70809534,"MAP3K9",1,1,1,1
"13301","ENSG00000047849",3,47850690,48089272,"MAP4",0.11863,1,1,0.11863
"13302","ENSG00000107968",10,30434021,30461833,"MAP3K8",0.395394267510258,0.395394267510258,1,NA
"13303","ENSG00000135341",6,90513573,90587072,"MAP3K7",0.49138,1,1,0.49138
"13304","ENSG00000156265",21,29077471,29175889,"MAP3K7CL",0.357905834636935,0.341985388513852,0.525607498267655,1
"13305","ENSG00000198909",17,63622415,63696305,"MAP3K3",0.20188253736258,0.20188253736258,1,NA
"13306","ENSG00000012983",14,50418501,50561126,"MAP4K5",0.0915991326750335,0.0915991326750335,1,1
"13307","ENSG00000100030",22,21759657,21867680,"MAPK1",0.199457102903677,0.199457102903677,1,1
"13308","ENSG00000109339",4,85990007,86594625,"MAPK10",0.273253284830988,0.273253284830988,1,1
"13309","ENSG00000116871",1,36155579,36180849,"MAP7D1",1,1,1,1
"13310","ENSG00000180834",3,183815922,183825594,"MAP6D1",0.589292064949287,0.589292064949287,1,NA
"13311","ENSG00000069956",15,51952106,52067375,"MAPK6",0.781199814223,0.781199814223,1,1
"13312","ENSG00000112062",6,36027677,36111236,"MAPK14",0.34330575066639,0.34330575066639,1,1
"13313","ENSG00000166484",17,19377721,19383544,"MAPK7",0.245184252512289,0.245184252512289,1,1
"13314","ENSG00000168175",14,55051647,55070194,"MAPK1IP1L",1,1,1,1
"13315","ENSG00000185386",22,50263713,50270767,"MAPK11",1,1,1,1
"13316","ENSG00000188130",22,50245450,50261716,"MAPK12",0.50013,1,1,0.50013
"13317","ENSG00000008735",22,50600793,50613981,"MAPK8IP2",1,NA,1,1
"13318","ENSG00000050748",5,180233143,180292099,"MAPK9",0.0408031862289457,0.100711446437584,0.288411247401483,0.1252
"13319","ENSG00000107643",10,48306639,48439360,"MAPK8",0.486960084461307,0.486960084461307,1,NA
"13320","ENSG00000119487",9,125437393,125707234,"MAPKAP1",1,1,1,NA
"13321","ENSG00000138834",16,1706183,1770351,"MAPK8IP3",1,1,1,1
"13322","ENSG00000084764",2,26970637,27027219,"MAPRE3",1,1,1,NA
"13323","ENSG00000089022",12,111842228,111902222,"MAPKAPK5",1,1,1,1
"13324","ENSG00000117791",1,220748225,220784815,"MTARC2",0.50013,1,1,0.50013
"13325","ENSG00000137802",15,41774434,41827855,"MAPKBP1",0.449718376674758,0.397507558228446,0.643209706352675,1
"13326","ENSG00000162889",1,206684905,206734281,"MAPKAPK2",0.589292064949287,0.589292064949287,1,NA
"13327","ENSG00000166974",18,34976928,35143470,"MAPRE2",0.354684069718144,0.34330575066639,1,0.49138
"13328","ENSG00000099785",19,8413270,8439017,"MARCHF2",0.669816226220364,0.6324949752931,0.643209706352675,1
"13329","ENSG00000144583",2,216257865,216372483,"MARCHF4",0.49138,1,1,0.49138
"13330","ENSG00000145416",4,163524298,164384050,"MARCHF1",0.331189393824675,0.331189393824675,1,1
"13331","ENSG00000173926",5,126867714,127030558,"MARCHF3",0.993475413565513,0.467327934049897,1,0.61863
"13332","ENSG00000183654",5,16067139,16180762,"MARCHF11",0.725190034901479,0.698000451129502,1,0.61863
"13333","ENSG00000136536",2,159712457,159771027,"MARCHF7",0.222651167840916,0.222651167840916,1,1
"13334","ENSG00000139266",12,57755103,57760411,"MARCHF9",0.34330575066639,0.34330575066639,1,NA
"13335","ENSG00000145495",5,10353695,10440388,"MARCHF6",0.50854311018156,0.590393448451471,1,0.33578
"13336","ENSG00000175130",1,32333839,32336233,"MARCKSL1",0.590393448451471,0.590393448451471,1,NA
"13337","ENSG00000198060",10,92291167,92353964,"MARCHF5",1,1,1,NA
"13338","ENSG00000277443",6,113857345,113863475,"MARCKS",1,NA,1,NA
"13339","ENSG00000007047",19,45079288,45305284,"MARK4",0.49138,1,1,0.49138
"13340","ENSG00000038274",5,163503114,163519354,"MAT2B",0.0494329391345247,0.103476981132632,1,0.11863
"13341","ENSG00000103495",16,29806106,29811164,"MAZ",1,1,1,1
"13342","ENSG00000105613",19,12833951,12874952,"MAST1",0.68228,1,1,0.68228
"13343","ENSG00000151224",10,80271820,80289658,"MAT1A",0.707747107140865,0.781786636713669,0.525607498267655,0.36658
"13344","ENSG00000168906",2,85539168,85545281,"MAT2A",0.459421830284028,0.589292064949287,1,0.24144
"13345","ENSG00000071655",19,1573596,1592865,"MBD3",0.261606823710464,0.261606823710464,1,NA
"13346","ENSG00000141644",18,50266882,50281774,"MBD1",0.423280565500464,0.359166252913006,1,0.61863
"13347","ENSG00000180611",3,192796815,192917856,"MB21D2",0.49138,1,1,0.49138
"13348","ENSG00000182315",19,7056209,7058640,"MBD3L3",0.103476981132632,0.103476981132632,1,1
"13349","ENSG00000198125",22,35606764,35637951,"MB",0.357798026124869,0.357798026124869,1,1
"13350","ENSG00000011258",17,51177425,51260163,"MBTD1",0.359132383351749,0.359132383351749,1,1
"13351","ENSG00000125505",19,54173412,54189882,"MBOAT7",0.141098327590096,0.141098327590096,1,1
"13352","ENSG00000139793",13,97221434,97394120,"MBNL2",0.50013,1,1,0.50013
"13353","ENSG00000143797",2,8852690,9003709,"MBOAT2",0.36658,1,1,0.36658
"13354","ENSG00000197971",18,76978827,77133683,"MBP",0.0145806388527905,0.00793424311709169,1,0.49138
"13355","ENSG00000214309",7,100126785,100128495,"MBLAC1",0.282737947964,0.261606823710464,1,0.50013
"13356","ENSG00000076706",11,119308529,119321521,"MCAM",0.515401479049979,1,0.525607498267655,0.50067
"13357","ENSG00000124370",2,71109684,71130239,"MCEE",0.379461394530127,0.370558013741348,1,0.49138
"13358","ENSG00000126217",13,112894378,113099742,"MCF2L",0.697809190325229,0.672181832782917,0.741482842056878,0.44535
"13359","ENSG00000185231",18,13882044,13915707,"MC2R",0.744823455042826,0.749849101227973,0.525607498267655,1
"13360","ENSG00000204511",6,31528962,31530232,"MCCD1",0.590393448451471,0.590393448451471,1,1
"13361","ENSG00000073111",3,127598410,127622436,"MCM2",0.643209706352675,1,0.643209706352675,1
"13362","ENSG00000100297",22,35400134,35425431,"MCM5",0.33145179944594,0.321877255089816,0.525607498267655,0.44535
"13363","ENSG00000111877",6,118813442,118935162,"MCM9",0.16069,1,1,0.16069
"13364","ENSG00000143384",1,150560895,150579738,"MCL1",0.359132383351749,0.359132383351749,1,1
"13365","ENSG00000160294",21,46235133,46286297,"MCM3AP",0.636027535247955,0.79889169918552,0.198126640915628,0.38463
"13366","ENSG00000180398",2,46901870,46941855,"MCFD2",0.486960084461307,0.486960084461307,1,1
"13367","ENSG00000014641",2,63588609,63607197,"MDH1",0.467327934049897,0.467327934049897,1,1
"13368","ENSG00000112139",6,37630679,37699306,"MDGA1",0.563134906080179,0.563134906080179,1,1
"13369","ENSG00000112559",6,41636882,41654244,"MDFI",0.633435448255099,0.6324949752931,0.525607498267655,1
"13370","ENSG00000137337",6,30699807,30717447,"MDC1",0.633259431159371,0.655514952527339,1,0.48173
"13371","ENSG00000187778",12,49556544,49568145,"MCRS1",0.716138762742384,0.716138762742384,1,1
"13372","ENSG00000197771",10,119829404,119892556,"MCMBP",1,1,1,1
"13373","ENSG00000110492",11,46380756,46383837,"MDK",0.66376875497242,0.66376875497242,1,1
"13374","ENSG00000112159",6,89642498,89819794,"MDN1",0.91801526188296,0.918843589479701,0.546382760268971,0.6458
"13375","ENSG00000146701",7,76048051,76067508,"MDH2",1,1,1,1
"13376","ENSG00000197880",1,23581495,23640568,"MDS2",0.0132527277968382,0.0167912740568386,1,0.24144
"13377","ENSG00000198625",1,204516379,204558120,"MDM4",0.199457102903677,0.199457102903677,1,1
"13378","ENSG00000116353",1,29192657,29230942,"MECR",0.665125419923692,0.628480058909909,1,0.61863
"13379","ENSG00000144893",3,151085697,151437072,"MED12L",0.195499740126229,0.263908963997667,0.525607498267655,0.21091
"13380","ENSG00000151376",11,86441108,86672636,"ME3",0.19848427364048,0.388097622769963,0.0223634467441294,0.49138
"13381","ENSG00000156603",11,57703714,57712323,"MED19",1,NA,1,NA
"13382","ENSG00000163875",1,37489993,37514766,"MEAF6",1,1,1,NA
"13383","ENSG00000175221",19,867630,893218,"MED16",0.45916666776441,0.530498384700131,1,0.34671
"13384","ENSG00000105085",19,16574907,16629062,"MED26",0.103476981132632,0.103476981132632,1,NA
"13385","ENSG00000118579",4,17614641,17634105,"MED28",0.246282866147787,0.331189393824675,1,0.2502
"13386","ENSG00000124641",6,41905354,41921139,"MED20",0.704511146679628,0.704511146679628,1,1
"13387","ENSG00000148297",9,133338312,133348131,"MED22",0.999999867497239,1,1,0.68228
"13388","ENSG00000160563",9,131852928,132079867,"MED27",0.575718974219864,0.575718974219864,1,1
"13389","ENSG00000068305",15,99565417,99716466,"MEF2A",1,1,1,1
"13390","ENSG00000133997",14,70581257,70600690,"MED6",0.286993799007077,0.286993799007077,1,1
"13391","ENSG00000136146",13,48053323,48095131,"MED4",0.734934578768466,0.760410388524895,1,0.49138
"13392","ENSG00000141026",17,17476994,17493221,"MED9",0.24144,1,1,0.24144
"13393","ENSG00000155868",5,157137424,157159019,"MED7",1,1,1,NA
"13394","ENSG00000164758",8,117520713,117540262,"MED30",1,1,1,NA
"13395","ENSG00000064489",19,19145569,19192158,"BORCS8-MEF2B",0.61863,NA,1,0.61863
"13396","ENSG00000105429",19,42325609,42378769,"MEGF8",0.0845860447069204,0.112196398997737,1,0.25921
"13397","ENSG00000106780",9,120600811,120714470,"MEGF9",1,1,1,1
"13398","ENSG00000145794",5,127290796,127465737,"MEGF10",0.62373,1,1,0.62373
"13399","ENSG00000162591",1,3487951,3611508,"MEGF6",0.675644140047886,0.613519649234403,0.288411247401483,0.81497
"13400","ENSG00000213999",19,19145567,19192131,"MEF2B",1,1,1,NA
"13401","ENSG00000106511",7,15611212,15686683,"MEOX2",0.370558013741348,0.370558013741348,1,1
"13402","ENSG00000133895",11,64803510,64811294,"MEN1",0.0540230038718578,0.103476981132632,1,0.13958
"13403","ENSG00000134138",15,36889204,37101299,"MEIS2",0.103476981132632,0.103476981132632,1,1
"13404","ENSG00000143995",2,66433452,66573869,"MEIS1",0.49138,1,1,0.49138
"13405","ENSG00000197889",10,14959388,14988050,"MEIG1",0.36658,1,1,0.36658
"13406","ENSG00000111142",12,95473520,95515839,"METAP2",1,1,1,1
