"","Gene","chr","start","end","symbol","final.meta.pvalue.for.plot","scz.meta.pvalue","asd.meta.pvalue.for.plot","bp.ptv.pvalue"
"16308","ENSG00000198176",13,113584721,113641473,"TFDP1",0.963582216924279,0.887,0.940671503071993,NA
"16309","ENSG00000003436",2,187464230,187565760,"TFPI",0.941171103436025,1,0.941171103436025,NA
"16310","ENSG00000072274",3,196027183,196082096,"TFRC",0.71122626410027,0.655,0.941171103436025,0.1252
"16311","ENSG00000092969",1,218345336,218444619,"TGFB2",0.941171103436025,NA,0.941171103436025,NA
"16312","ENSG00000105825",7,93885396,93890753,"TFPI2",0.430489945503411,0.105,0.941171103436025,0.68775
"16313","ENSG00000106799",9,99104038,99154192,"TGFBR1",0.863721016391771,0.664,0.941171103436025,1
"16314","ENSG00000119699",14,75958097,75983011,"TGFB3",0.941171103436025,1,0.941171103436025,NA
"16315","ENSG00000140682",16,31471585,31477960,"TGFB1I1",0.728410796828171,0.416,0.941171103436025,0.61863
"16316","ENSG00000163235",2,70447284,70554193,"TGFA",0.941171103436025,1,0.941171103436025,NA
"16317","ENSG00000069702",1,91680343,91906335,"TGFBR3",0.746892258968871,0.411,0.941641920576254,0.68228
"16318","ENSG00000118707",20,36573488,36593950,"TGIF2",0.941641920576254,1,0.941641920576254,1
"16319","ENSG00000131931",8,42836674,42843325,"THAP1",0.863063626503662,0.662,0.941641920576254,NA
"16320","ENSG00000135966",2,105264391,105329735,"TGFBRAP1",0.806916664634176,0.537,0.941641920576254,0.6252
"16321","ENSG00000163513",3,30606601,30694142,"TGFBR2",0.80198176576897,0.707,0.941641920576254,0.24144
"16322","ENSG00000168286",16,67842320,67844195,"THAP11",0.941641920576254,NA,0.941641920576254,NA
"16323","ENSG00000177426",18,3411608,3459978,"TGIF1",0.876135032261002,1,0.941641920576254,0.49138
"16324","ENSG00000259399",20,36574553,36612384,"TGIF2-RAB5IF",0.941641920576254,NA,0.941641920576254,1
"16325","ENSG00000079134",18,214520,268050,"THOC1",0.365477097914364,0.0831,0.942141541677925,0.6252
"16326","ENSG00000113296",5,79991311,80083287,"THBS4",0.167965149757254,0.0185,0.942141541677925,0.58171
"16327","ENSG00000130193",8,142727223,142736927,"THEM6",0.815318979784395,0.577,0.942141541677925,NA
"16328","ENSG00000130775",1,27872543,27886685,"THEMIS2",0.365275409511832,0.114,0.942141541677925,1
"16329","ENSG00000137801",15,39581079,39599466,"THBS1",0.642132936936051,0.342,0.942141541677925,1
"16330","ENSG00000163634",3,63833870,63863868,"THOC7",0.942141541677925,1,0.942141541677925,1
"16331","ENSG00000172673",6,127708072,127918631,"THEMIS",0.650180259738475,0.351,0.942141541677925,1
"16332","ENSG00000184436",22,20999104,21002196,"THAP7",0.205665834569168,0.0677,0.942141541677925,0.24144
"16333","ENSG00000186340",6,169215780,169254050,"THBS2",0.500148803592501,0.307,0.942141541677925,0.2502
"16334","ENSG00000005108",7,11370365,11832198,"THSD7A",0.410674910300348,0.149,0.942641173303173,0.45356
"16335","ENSG00000054118",1,36224432,36305357,"THRAP3",0.78593328071761,0.562,0.942641173303173,0.49138
"16336","ENSG00000090534",3,184371935,184381968,"THPO",0.917622268367999,1,0.942641173303173,0.6252
"16337","ENSG00000116001",2,70209444,70248660,"TIA1",0.764848943801029,0.528,0.942641173303173,0.49138
"16338","ENSG00000126351",17,40058290,40093867,"THRA",0.474150470174882,0.186,0.942641173303173,1
"16339","ENSG00000151365",11,78063861,78068351,"THRSP",0.942641173303173,1,0.942641173303173,1
"16340","ENSG00000154096",11,119415476,119424985,"THY1",0.554267595754035,0.26,0.942641173303173,0.49138
"16341","ENSG00000172009",19,2785503,2815807,"THOP1",0.745532779208322,1,0.942641173303173,0.21912
"16342","ENSG00000075336",18,74148523,74160531,"TIMM21",0.804465590367196,0.53,0.943140815452,0.6252
"16343","ENSG00000099800",19,2425625,2427586,"TIMM13",0.943140815452,1,0.943140815452,NA
"16344","ENSG00000127666",19,4815932,4831712,"TICAM1",0.890170197308114,0.753,0.943140815452,0.49138
"16345","ENSG00000134809",11,57528464,57530803,"TIMM10",0.829993168412484,0.6,0.943140815452,1
"16346","ENSG00000146426",6,154832697,155257723,"TIAM2",0.704580721492207,0.282,0.943140815452,0.81172
"16347","ENSG00000177370",17,997129,1003671,"TIMM22",0.864900969264244,0.663,0.943140815452,NA
"16348","ENSG00000181847",3,114276913,114310288,"TIGIT",0.996033993105965,0.985,0.943140815452,NA
"16349","ENSG00000221995",17,29073521,29078857,"TIAF1",0.943140815452,1,0.943140815452,1
"16350","ENSG00000243414",5,115578496,115602479,"TICAM2",0.387542379683261,0.123,0.943140815452,0.49138
"16351","ENSG00000035862",17,78852977,78925387,"TIMP2",0.302292581271615,0.0796,0.943640468124404,NA
"16352","ENSG00000100234",22,32801705,32863041,"TIMP3",0.943640468124404,1,0.943640468124404,NA
"16353","ENSG00000100575",14,58408495,58427531,"TIMM9",0.636207338667965,0.333,0.943640468124404,NA
"16354","ENSG00000104980",19,7926718,7943667,"TIMM44",0.929893713786754,0.799,0.943640468124404,1
"16355","ENSG00000142910",1,31576485,31587686,"TINAGL1",0.188202922525552,0.0343,0.943640468124404,NA
"16356","ENSG00000150779",11,112084800,112086798,"TIMM8B",0.539391569450922,0.238,0.943640468124404,1
"16357","ENSG00000157150",3,12153068,12158912,"TIMP4",0.402141671053219,0.339,0.943640468124404,0.062664
"16358","ENSG00000265354",10,45972489,46003742,"TIMM23",0.881685553003171,NA,0.943640468124404,0.50013
"16359","ENSG00000075131",15,66336191,66386746,"TIPIN",0.915841644654182,0.803,0.944111336025421,0.50013
"16360","ENSG00000092330",14,24239643,24242674,"TINF2",0.862057303239429,0.656,0.944111336025421,1
"16361","ENSG00000101342",20,36876121,36894235,"TLDC2",0.911274498397747,0.756,0.944111336025421,1
"16362","ENSG00000104067",15,29699367,29968915,"TJP1",0.867851984668198,0.667,0.944111336025421,1
"16363","ENSG00000143155",1,168178962,168202109,"TIPRL",0.913538076907969,0.761,0.944111336025421,1
"16364","ENSG00000150455",11,126283065,126298845,"TIRAP",0.903908189016863,0.74,0.944111336025421,1
"16365","ENSG00000163659",3,156673235,156706770,"TIPARP",0.851814799629883,0.637,0.944111336025421,1
"16366","ENSG00000167900",17,78174091,78187233,"TK1",0.683020032205124,0.386,0.944111336025421,1
"16367","ENSG00000038295",4,165873237,166104457,"TLL1",0.832133933618632,1,0.944611009435465,0.36658
"16368","ENSG00000107807",10,101131300,101137789,"TLX1",0.944611009435465,1,0.944611009435465,NA
"16369","ENSG00000115297",2,74513463,74517148,"TLX2",0.608019710178219,0.314,0.944611009435465,0.49138
"16370","ENSG00000137076",9,35696948,35732195,"TLN1",0.735339881781889,0.534,0.944611009435465,0.37533
"16371","ENSG00000164438",5,171309248,171312139,"TLX3",0.674576890093933,0.375,0.944611009435465,NA
"16372","ENSG00000169903",3,149474697,149503394,"TM4SF4",0.832133933618632,1,0.944611009435465,0.36658
"16373","ENSG00000171914",15,62390526,62844631,"TLN2",0.548689325723434,0.363,0.944611009435465,0.239
"16374","ENSG00000174130",4,38823715,38856817,"TLR6",0.233644276806372,0.0432,0.944611009435465,0.50013
"16375","ENSG00000236311",10,101089321,101131126,"TLX1NB",0.944611009435465,1,0.944611009435465,NA
"16376","ENSG00000077147",10,96518110,96587452,"TM9SF3",0.945396946345724,0.835,0.945110693369086,1
"16377","ENSG00000125304",13,99446311,99564048,"TM9SF2",0.683853067695589,0.406,0.945110693369086,0.49138
"16378","ENSG00000139644",12,49707725,49764934,"TMBIM6",0.396457891233119,0.0772,0.945110693369086,0.72206
"16379","ENSG00000155957",12,66135846,66170072,"TMBIM4",0.390099080260263,0.126,0.945110693369086,NA
"16380","ENSG00000172765",3,129647792,129893711,"TMCC1",0.945110693369086,1,0.945110693369086,1
"16381","ENSG00000188800",1,40245947,40251684,"TMCO2",0.935702876785942,0.811,0.945110693369086,1
"16382","ENSG00000198498",4,163494442,163520539,"TMA16",0.295589956359055,0.123,0.945110693369086,0.24144
"16383","ENSG00000232112",3,48440257,48444208,"TMA7",0.945110693369086,1,0.945110693369086,1
"16384","ENSG00000086598",12,123584533,123598582,"TMED2",0.897939567760785,0.725,0.945610387826285,NA
"16385","ENSG00000100580",14,77335029,77377094,"TMED8",0.945610387826285,1,0.945610387826285,NA
"16386","ENSG00000117500",1,93149742,93180516,"TMED5",0.865391431794081,1,0.945610387826285,0.44535
"16387","ENSG00000134970",5,115613210,115632992,"TMED7",0.726834509761422,0.439,0.945610387826285,1
"16388","ENSG00000144339",2,191949043,192194933,"TMEFF2",0.972565157618801,0.934,0.945610387826285,0.50013
"16389","ENSG00000158604",7,44577894,44582287,"TMED4",0.814869269049118,0.57,0.945610387826285,1
"16390","ENSG00000166557",15,79311112,79427432,"TMED3",0.945610387826285,1,0.945610387826285,1
"16391","ENSG00000170348",14,75131469,75176612,"TMED10",0.7529607991695,0.475,0.945610387826285,NA
"16392","ENSG00000241697",9,100473149,100577636,"TMEFF1",0.746578993736983,0.466,0.945610387826285,NA
"16393","ENSG00000091947",17,44011188,44023946,"TMEM101",0.385058532378909,0.122,0.946110092807063,1
"16394","ENSG00000106460",7,12211270,12243367,"TMEM106B",0.946110092807063,1,0.946110092807063,1
"16395","ENSG00000110108",11,60914158,60923443,"TMEM109",0.946110092807063,1,0.946110092807063,1
"16396","ENSG00000144868",3,133038391,133397775,"TMEM108",0.855888017804519,0.641,0.946110092807063,1
"16397","ENSG00000166292",17,55719627,55732121,"TMEM100",0.946110092807063,1,0.946110092807063,1
"16398","ENSG00000178307",17,21197954,21214176,"TMEM11",0.644580858298088,0.338,0.946110092807063,1
"16399","ENSG00000179029",17,8172457,8176399,"TMEM107",0.912150662994969,0.755,0.946110092807063,1
"16400","ENSG00000185332",17,81311270,81330674,"TMEM105",0.887443000184369,0.743,0.946110092807063,0.49138
"16401","ENSG00000075568",2,97756333,97995948,"TMEM131",0.717679340513335,0.723,0.946609808311418,0.058286
"16402","ENSG00000126062",3,50354750,50359521,"TMEM115",0.0872507021520544,0.0151,0.946609808311418,0.24144
"16403","ENSG00000132406",4,4235542,4248223,"TMEM128",0.97900990337818,0.927,0.946609808311418,1
"16404","ENSG00000152558",11,102396332,102470384,"TMEM123",0.502532151520553,0.203,0.946609808311418,1
"16405","ENSG00000183160",12,108589851,108598320,"TMEM119",0.711718030824722,0.383,0.946609808311418,0.61863
"16406","ENSG00000184986",14,105526583,105530202,"TMEM121",0.545419855658993,0.239,0.946609808311418,1
"16407","ENSG00000188735",12,121712752,121783001,"TMEM120B",0.946609808311418,1,0.946609808311418,1
"16408","ENSG00000213533",3,52836219,52897548,"STIMATE",0.639914068964562,0.332,0.946609808311418,1
"16409","ENSG00000248592",3,52833121,52897562,"STIMATE-MUSTN1",0.946609808311418,NA,0.946609808311418,NA
"16410","ENSG00000096092",6,52671113,52686588,"TMEM14A",0.425912425414716,0.145,0.947109534339351,0.49138
"16411","ENSG00000146859",7,135148072,135166215,"TMEM140",0.722859332102162,0.777,0.947109534339351,0.028636
"16412","ENSG00000165895",11,100687288,100993941,"ARHGAP42",0.754971852140773,1,0.947109534339351,0.21903
"16413","ENSG00000166575",11,87037844,87328824,"TMEM135",0.92699627380723,0.862,0.947109534339351,0.36658
"16414","ENSG00000178826",7,143279957,143288048,"TMEM139",0.870516269761527,0.667,0.947109534339351,1
"16415","ENSG00000181234",12,128267170,128707911,"TMEM132C",0.923054347702968,0.815,0.947109534339351,0.50067
"16416","ENSG00000181264",11,120325296,120333686,"TLCD5",0.922076526343659,1,0.947109534339351,0.6252
"16417","ENSG00000244187",9,136791344,136793317,"TMEM141",0.616285001783067,0.306,0.947109534339351,1
"16418","ENSG00000011638",16,21158377,21180616,"TMEM159",0.970906407022106,0.93,0.947580473429278,0.49138
"16419","ENSG00000111843",6,10722915,10731129,"TMEM14C",0.886980325127924,0.686,0.947580473429278,0.6252
"16420","ENSG00000130748",19,47045909,47048624,"TMEM160",0.444415433248386,0.321,0.947580473429278,0.11863
"16421","ENSG00000164180",5,88189633,88269476,"TMEM161B",0.140639662937969,0.0932,0.947580473429278,0.036
"16422","ENSG00000168890",2,85598547,85603196,"TMEM150A",0.728862196914991,0.438,0.947580473429278,1
"16423","ENSG00000174695",5,83052846,83077863,"TMEM167A",0.606211498206307,0.307,0.947580473429278,0.49138
"16424","ENSG00000221962",3,152339695,152340990,"TMEM14EP",0.831768947230768,0.595,0.947580473429278,NA
"16425","ENSG00000249992",3,45224466,45226287,"TMEM158",0.947580473429278,NA,0.947580473429278,NA
"16426","ENSG00000002933",7,150800403,150805118,"TMEM176A",0.772204343275668,1,0.94808022019485,0.24144
"16427","ENSG00000144120",2,119679167,119686507,"TMEM177",0.556519495370385,0.254,0.94808022019485,0.49138
"16428","ENSG00000163449",2,216081866,216102783,"TMEM169",0.811845917990337,0.596,0.94808022019485,0.49138
"16429","ENSG00000164325",5,73173193,73175143,"TMEM174",0.636496620689251,0.341,0.94808022019485,0.49138
"16430","ENSG00000184584",5,139475533,139482935,"STING1",0.384287086853296,0.0895,0.94808022019485,0.61863
"16431","ENSG00000186889",2,62500218,62511894,"TMEM17",0.838008935824201,0.605,0.94808022019485,1
"16432","ENSG00000205269",6,11537749,11583524,"TMEM170B",0.884737566979772,1,0.94808022019485,0.49138
"16433","ENSG00000215717",1,109090764,109096934,"TMEM167B",0.692217654280423,0.39,0.94808022019485,NA
"16434","ENSG00000258986",14,104474678,104605647,"TMEM179",0.977722586286612,0.922,0.94808022019485,1
"16435","ENSG00000124208",20,50081124,50153637,"PEDS1-UBE2V1",0.948579977484,NA,0.948579977484,1
"16436","ENSG00000146433",6,158536436,158635429,"TMEM181",0.919826559243498,0.74,0.948579977484,0.68228
"16437","ENSG00000151353",2,663877,677406,"TMEM18",0.88542077789778,1,0.948579977484,0.49138
"16438","ENSG00000164168",4,147617386,147672044,"TMEM184C",0.764169467205819,0.456,0.948579977484,0.61863
"16439","ENSG00000185475",11,62787402,62790400,"TMEM179B",0.784778862999027,0.545,0.948579977484,0.50013
"16440","ENSG00000198792",22,38219291,38273010,"TMEM184B",0.810647095972791,0.589,0.948579977484,0.50013
"16441","ENSG00000226479",2,120217479,120223400,"TMEM185B",0.948579977484,NA,0.948579977484,1
"16442","ENSG00000240849",20,50118254,50153734,"PEDS1",0.812833693807364,0.561,0.948579977484,1
"16443","ENSG00000131634",16,1528688,1555580,"TMEM204",0.665409161658913,0.432,0.949079745296728,0.36658
"16444","ENSG00000160472",19,55376826,55378246,"TMEM190",0.655586281230635,0.345,0.949079745296728,1
"16445","ENSG00000164484",6,130366017,130443067,"TMEM200A",0.665232581747246,0.356,0.949079745296728,NA
"16446","ENSG00000166881",12,57055643,57088063,"NEMP1",0.919057182921643,0.881,0.949079745296728,0.24144
"16447","ENSG00000168701",16,67227103,67229278,"TMEM208",0.470133588790803,0.175,0.949079745296728,NA
"16448","ENSG00000170088",4,165070608,165208549,"TMEM192",0.873433488541474,1,0.949079745296728,0.45356
"16449","ENSG00000187713",9,137204082,137205648,"TMEM203",0.475574825111399,0.179,0.949079745296728,1
"16450","ENSG00000188760",2,219543663,219550595,"TMEM198",0.83128138698756,0.649,0.949079745296728,0.44535
"16451","ENSG00000253304",1,29119429,29123903,"TMEM200B",0.939200264505463,0.815,0.949079745296728,0.61863
"16452","ENSG00000168569",11,62771629,62792006,"TMEM223",0.886794420229536,1,0.949579523633034,0.49138
"16453","ENSG00000185863",9,137170858,137172056,"TMEM210",0.886794420229536,NA,0.949579523633034,0.49138
"16454","ENSG00000186501",1,27322145,27336400,"TMEM222",0.94939404369045,0.84,0.949579523633034,1
"16455","ENSG00000187049",11,61392360,61398863,"TMEM216",0.860001915377496,0.627,0.949579523633034,0.61863
"16456","ENSG00000188133",9,32783540,32789201,"TMEM215",0.678841051862341,0.371,0.949579523633034,1
"16457","ENSG00000204300",11,123882920,123885670,"TMEM225",0.526059773954797,0.218,0.949579523633034,1
"16458","ENSG00000206069",22,24935098,24946695,"TMEM211",0.775407196694034,1,0.949579523633034,0.24144
"16459","ENSG00000214128",7,138797952,138838101,"TMEM213",0.669174662956221,0.323,0.949579523633034,0.61863
"16460","ENSG00000089063",20,5068232,5113103,"TMEM230",0.887484920578506,1,0.950079312492918,0.49138
"16461","ENSG00000106609",7,66921225,66958551,"TMEM248",0.337063225912526,0.0873,0.950079312492918,0.49138
"16462","ENSG00000112697",6,75252924,75284948,"TMEM30A",0.898554056454734,0.719,0.950079312492918,NA
"16463","ENSG00000133678",10,80078646,80092557,"TMEM254",0.863446118991695,0.648,0.950079312492918,1
"16464","ENSG00000181778",9,68536580,68540883,"TMEM252",0.82302165661853,0.612,0.950079312492918,0.49138
"16465","ENSG00000182087",19,1009648,1021179,"TMEM259",0.678045170639871,1,0.950079312492918,0.1252
"16466","ENSG00000182107",14,61277370,61281761,"TMEM30B",0.863900478102513,0.689,0.950079312492918,0.49138
"16467","ENSG00000198133",14,67447084,67533739,"TMEM229B",0.674091063115936,0.596,0.950079312492918,0.11863
"16468","ENSG00000262481",17,7389734,7404097,"TMEM256-PLSCR3",0.950079312492918,NA,0.950079312492918,NA
"16469","ENSG00000072954",19,16661139,16690023,"TMEM38A",0.564563445901797,0.25,0.95057911187638,1
"16470","ENSG00000095209",9,105694541,105776629,"TMEM38B",0.79039285147787,0.521,0.95057911187638,1
"16471","ENSG00000109133",4,41935129,41960803,"TMEM33",0.783050689867252,1,0.95057911187638,0.2502
"16472","ENSG00000163900",3,185476496,185499057,"TMEM41A",0.496083348457067,0.195,0.95057911187638,0.49138
"16473","ENSG00000166471",11,9280654,9314636,"TMEM41B",0.95057911187638,1,0.95057911187638,1
"16474","ENSG00000169964",3,44861904,44865670,"TMEM42",0.680681852055846,0.516,0.95057911187638,0.24144
"16475","ENSG00000171227",2,119429901,119438504,"TMEM37",0.536150782349075,0.225,0.95057911187638,1
"16476","ENSG00000176142",3,119428949,119468830,"TMEM39A",0.876725673048324,0.673,0.95057911187638,NA
"16477","ENSG00000105696",19,18607430,18621039,"TMEM59L",0.817607950958883,0.564,0.95107892178342,1
"16478","ENSG00000121900",1,32894594,32901438,"TMEM54",0.616171502032831,0.299,0.95107892178342,1
"16479","ENSG00000126106",1,44635238,44674481,"TMEM53",0.239070450788078,0.0485,0.95107892178342,1
"16480","ENSG00000142188",21,33432485,33479974,"TMEM50B",0.95107892178342,1,0.95107892178342,1
"16481","ENSG00000165782",14,20457681,20461465,"PIP4P1",0.85599375632921,0.632,0.95107892178342,1
"16482","ENSG00000178821",1,1917590,1919279,"TMEM52",0.778660431827764,1,0.95107892178342,0.24144
"16483","ENSG00000181458",3,100492619,100577444,"TMEM45A",0.928763673782673,0.786,0.95107892178342,NA
"16484","ENSG00000183726",1,25338317,25362361,"TMEM50A",0.691193227267413,0.383,0.95107892178342,NA
"16485","ENSG00000204178",1,25430858,25500209,"MACO1",0.706069060994507,0.367,0.95107892178342,0.61863
"16486","ENSG00000103978",15,42210447,42273584,"TMEM87A",0.356105004723904,0.0964,0.951578742214038,0.49138
"16487","ENSG00000135211",7,77793728,77798434,"TMEM60",0.951578742214038,NA,0.951578742214038,NA
"16488","ENSG00000137216",6,44126914,44155519,"TMEM63B",0.948289636018024,0.869,0.951578742214038,0.50013
"16489","ENSG00000151117",11,18693122,18704785,"TMEM86A",0.892301309708784,1,0.951578742214038,0.50013
"16490","ENSG00000164983",8,124306189,124372701,"TMEM65",0.982231048227906,0.934,0.951578742214038,1
"16491","ENSG00000167904",8,55696424,55773407,"TMEM68",0.785205613699955,1,0.951578742214038,0.2502
"16492","ENSG00000175606",8,73972437,73982783,"TMEM70",0.781107886430362,0.736,0.951578742214038,0.11863
"16493","ENSG00000187783",10,44911316,44937010,"TMEM72",0.224459639441934,0.0379,0.951578742214038,0.49138
"16494","ENSG00000006042",17,32927910,32945106,"TMEM98",0.787208563471563,0.542,0.952078573168234,0.50013
"16495","ENSG00000109084",17,28319200,28328685,"TMEM97",0.671746716072607,0.377,0.952078573168234,0.49138
"16496","ENSG00000116857",1,201134772,201171574,"TMEM9",0.890272293962799,1,0.952078573168234,0.49138
"16497","ENSG00000142046",19,41350911,41384083,"TMEM91",0.79805520826765,0.53,0.952078573168234,NA
"16498","ENSG00000167105",17,50271406,50281485,"TMEM92",0.0750802033151569,0.00454,0.952078573168234,0.49138
"16499","ENSG00000167874",17,7855066,7856099,"TMEM88",0.602927551703087,0.292,0.952078573168234,0.50013
"16500","ENSG00000175348",11,8947202,8965011,"TMEM9B",0.858092840258178,0.634,0.952078573168234,NA
"16501","ENSG00000182271",17,30316333,30334059,"TMIGD1",0.682660336754308,0.449,0.952078573168234,0.36658
"16502","ENSG00000183396",3,48620759,48621769,"TMEM89",0.807751752330345,0.581,0.952078573168234,0.49138
"16503","ENSG00000034510",2,84905656,84906671,"TMSB10",0.925031139849034,0.815,0.952607215202762,0.49138
"16504","ENSG00000128872",15,51751597,51816363,"TMOD2",0.697843135905234,0.324,0.952607215202762,0.68228
"16505","ENSG00000136842",9,97501180,97601743,"TMOD1",0.148853324346441,0.0167,0.952607215202762,0.49138
"16506","ENSG00000138594",15,51829628,51947295,"TMOD3",0.870573085597059,0.657,0.952607215202762,1
"16507","ENSG00000153802",4,67820876,67884002,"TMPRSS11D",0.84557183524383,0.645,0.952607215202762,0.50013
"16508","ENSG00000167664",19,4292232,4302431,"TMIGD2",0.952607215202762,1,0.952607215202762,1
"16509","ENSG00000184012",21,41464300,41531116,"TMPRSS2",0.946325292412707,0.83,0.952607215202762,0.61863
"16510","ENSG00000186452",12,50842920,50887884,"TMPRSS12",0.878122706800084,0.81,0.952607215202762,0.24144
"16511","ENSG00000250026",4,68184081,68218080,"TMPRSS11BNL",0.952607215202762,NA,0.952607215202762,NA
"16512","ENSG00000125827",20,7977346,8019805,"TMX4",0.918830686797812,0.753,0.953107067513631,0.6252
"16513","ENSG00000139921",14,51240162,51257655,"TMX1",0.856430021009991,0.579,0.953107067513631,0.68775
"16514","ENSG00000164897",7,151081085,151083493,"TMUB1",0.485575121275068,0.181,0.953107067513631,1
"16515","ENSG00000166479",18,68673688,68715108,"TMX3",0.622660368171306,0.302,0.953107067513631,1
"16516","ENSG00000179104",12,82686880,83134870,"TMTC2",0.694490422978475,0.383,0.953107067513631,1
"16517","ENSG00000185215",14,103121476,103137439,"TNFAIP2",0.939241169148039,0.809,0.953107067513631,1
"16518","ENSG00000213593",11,57712593,57740973,"TMX2",0.814119902110682,0.554,0.953107067513631,1
"16519","ENSG00000232810",6,31575565,31578336,"TNF",0.953107067513631,1,0.953107067513631,1
"16520","ENSG00000006327",16,3018445,3022383,"TNFRSF12A",0.334677551951779,0.0832,0.953606930348077,0.49138
"16521","ENSG00000118503",6,137867214,137883312,"TNFAIP3",0.953606930348077,1,0.953606930348077,1
"16522","ENSG00000141655",18,62325287,62391288,"TNFRSF11A",0.878570748140779,0.671,0.953606930348077,1
"16523","ENSG00000145779",5,119268692,119399688,"TNFAIP8",0.944542823000268,0.822,0.953606930348077,1
"16524","ENSG00000157873",1,2555639,2565382,"TNFRSF14",0.953606930348077,1,0.953606930348077,1
"16525","ENSG00000159958",22,41922032,41926806,"TNFRSF13C",0.572946394034823,0.258,0.953606930348077,0.50013
"16526","ENSG00000163154",1,151156649,151159749,"TNFAIP8L2",0.953606930348077,1,0.953606930348077,1
"16527","ENSG00000164761",8,118923557,118951885,"TNFRSF11B",0.516877401023373,0.25,0.953606930348077,0.37533
"16528","ENSG00000185361",19,4639516,4655568,"TNFAIP8L1",0.60378140483307,0.282,0.953606930348077,1
"16529","ENSG00000028137",1,12166991,12209228,"TNFRSF1B",0.954106803706102,1,0.954106803706102,NA
"16530","ENSG00000049249",1,7915871,7943165,"TNFRSF9",0.776933626385645,0.493,0.954106803706102,1
"16531","ENSG00000067182",12,6328757,6342114,"TNFRSF1A",0.954106803706102,1,0.954106803706102,NA
"16532","ENSG00000121858",3,172505508,172523475,"TNFSF10",0.70499929978621,0.394,0.954106803706102,1
"16533","ENSG00000127863",13,23570370,23676104,"TNFRSF19",0.954106803706102,1,0.954106803706102,1
"16534","ENSG00000146072",6,47231532,47309905,"TNFRSF21",0.431234572380042,0.142,0.954106803706102,1
"16535","ENSG00000186827",1,1211340,1214153,"TNFRSF4",0.954106803706102,1,0.954106803706102,1
"16536","ENSG00000215788",1,6460786,6466175,"TNFRSF25",0.850293869201054,0.595,0.954106803706102,0.6252
"16537","ENSG00000102524",13,108251240,108308484,"TNFSF13B",0.645154921488622,0.323,0.954606687587705,1
"16538","ENSG00000106952",9,114893343,114930595,"TNFSF8",0.839133965436083,0.594,0.954606687587705,NA
"16539","ENSG00000117586",1,173183731,173207331,"TNFSF4",0.78652638084814,1,0.954606687587705,0.24144
"16540","ENSG00000125657",19,6531026,6535924,"TNFSF9",0.394652069310002,0.119,0.954606687587705,NA
"16541","ENSG00000125735",19,6661253,6670588,"TNFSF14",0.954606687587705,1,0.954606687587705,1
"16542","ENSG00000161955",17,7558292,7561608,"TNFSF13",0.700227428105621,0.387,0.954606687587705,NA
"16543","ENSG00000181634",9,114784652,114806039,"TNFSF15",0.725224502771947,0.419,0.954606687587705,1
"16544","ENSG00000239697",17,7549058,7557890,"TNFSF12",0.862324817307746,0.637,0.954606687587705,NA
"16545","ENSG00000248871",17,7549099,7561601,"TNFSF12-TNFSF13",0.954606687587705,NA,0.954606687587705,NA
"16546","ENSG00000050730",4,121131408,121227466,"TNIP3",0.93031847780515,1,0.955106581992885,0.6252
"16547","ENSG00000101470",20,45823214,45833745,"TNNC2",0.892505516390213,0.697,0.955106581992885,NA
"16548","ENSG00000114854",3,52451100,52454041,"TNNC1",0.845252914976661,0.604,0.955106581992885,1
"16549","ENSG00000118194",1,201359008,201377764,"TNNT2",0.850501987981483,1,0.955106581992885,0.36658
"16550","ENSG00000129991",19,55151767,55157773,"TNNI3",0.236544023054473,0.0455,0.955106581992885,NA
"16551","ENSG00000130598",11,1838981,1841680,"TNNI2",0.916756240767704,0.751,0.955106581992885,1
"16552","ENSG00000145901",5,151029945,151093577,"TNIP1",0.750243387885088,0.452,0.955106581992885,1
"16553","ENSG00000159173",1,201403768,201429866,"TNNI1",0.193186322019933,0.0316,0.955106581992885,1
"16554","ENSG00000079308",2,217799588,218033982,"TNS1",0.642984491668361,0.538,0.955606486921644,0.1252
"16555","ENSG00000083312",5,72816312,72916733,"TNPO1",0.985747012919974,0.95,0.955606486921644,0.61863
"16556","ENSG00000090905",16,24610209,24827632,"TNRC6A",0.498352967703726,0.187,0.955606486921644,1
"16557","ENSG00000116147",1,175315194,175743616,"TNR",0.178947727683666,0.0274,0.955606486921644,1
"16558","ENSG00000118245",2,216859458,216860064,"TNP1",0.955606486921644,1,0.955606486921644,1
"16559","ENSG00000130595",11,1919703,1938706,"TNNT3",0.88294464771523,0.676,0.955606486921644,1
"16560","ENSG00000136205",7,47275154,47582558,"TNS3",0.811962972210836,0.577,0.955606486921644,0.50013
"16561","ENSG00000178279",16,11267748,11269533,"TNP2",0.895295545158103,1,0.955606486921644,0.49138
"16562","ENSG00000182095",7,5306790,5425414,"TNRC18",0.666377769374809,1,0.955606486921644,0.10368
"16563","ENSG00000025772",20,44942130,44960397,"TOMM34",0.758178311715277,0.461,0.956135205097354,NA
"16564","ENSG00000078902",11,1274371,1309654,"TOLLIP",0.956135205097354,1,0.956135205097354,1
"16565","ENSG00000100216",22,38681957,38685421,"TOMM22",0.956135205097354,NA,0.956135205097354,1
"16566","ENSG00000141198",17,54899387,54961956,"TOM1L1",0.804100631865794,0.531,0.956135205097354,1
"16567","ENSG00000141232",17,50862223,50867978,"TOB1",0.956135205097354,1,0.956135205097354,NA
